geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
BS,202107,91,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10121,9516,605,1,100,196735,46.26,5144.48,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-26,-13.21,-22.2,0
FL,202107,10,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2624,2522,102,1,100,39055,25.6,6718.73,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-6,-15.37,-37.5,0
FR,202107,271,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,26935,25270,1665,1,100,325496,83.26,8275.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-64,-19.66,-19.1,0
GE,202107,685,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,50320,46969,3351,1,100,506343,135.28,9937.93,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-141,-27.85,-17.1,0
GL,202107,21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2175,2015,160,1,100,40851,51.41,5324.23,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-15,-36.72,-41.7,0
GR,202107,119,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10593,9717,876,1,100,200096,59.47,5293.96,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-49,-24.49,-29.2,0
JU,202107,84,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5772,5366,406,1,100,73709,113.96,7830.79,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,5,6.78,6.3,0
LU,202107,217,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21554,20187,1367,1,100,416347,52.12,5176.93,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-32,-7.69,-12.9,0
NE,202107,329,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14137,13056,1081,1,100,175894,187.04,8037.23,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,32,18.19,10.8,0
NW,202107,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1948,1775,173,1,100,43520,75.83,4476.1,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-2,-4.59,-5.7,0
OW,202107,46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1717,1566,151,1,100,38108,120.71,4505.62,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,7,18.37,17.9,0
SG,202107,331,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,33838,31695,2143,1,100,514504,64.33,6576.82,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-87,-16.91,-20.8,0
SH,202107,49,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3656,3476,180,1,100,83107,58.96,4399.15,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,17,20.46,53.1,0
SO,202107,237,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,13415,12441,974,1,100,277462,85.42,4834.9,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,56,20.19,30.9,0
SZ,202107,96,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9494,8946,548,1,100,162157,59.2,5854.82,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-22,-13.57,-18.6,0
TG,202107,251,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14384,13428,956,1,100,282909,88.72,5084.32,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,51,18.03,25.5,0
TI,202107,270,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,27605,26445,1160,1,100,350986,76.93,7864.99,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-16,-4.55,-5.6,0
UR,202107,23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1754,1650,104,1,100,36819,62.47,4763.84,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,2,5.43,9.5,0
VD,202107,1086,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,67809,63009,4800,1,100,814762,133.29,8322.55,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,18,2.21,1.7,0
VS,202107,367,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,30907,28763,2144,1,100,348503,105.31,8868.5,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-59,-16.93,-13.8,0
ZG,202107,82,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6380,5807,573,1,100,128794,63.67,4953.65,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-46,-35.71,-35.9,0
ZH,202107,1056,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,87569,81674,5895,1,100,1553423,67.98,5637.16,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-07,-208,-13.39,-16.5,0
AG,202108,510,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,36594,33563,3031,1,100,694072,73.48,5272.36,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,96,13.83,23.2,0
AI,202108,11,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,881,822,59,1,100,16293,67.51,5407.23,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,1,6.13,10,0
AR,202108,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3142,2883,259,1,100,55309,52.43,5680.81,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-9,-16.27,-23.7,0
BE,202108,652,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,52872,48950,3922,1,100,1043132,62.5,5068.58,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,98,9.39,17.7,0
BL,202108,188,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,13726,12523,1203,1,100,290969,64.61,4717.34,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-22,-7.56,-10.5,0
BS,202108,133,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10254,9516,738,1,100,196735,67.6,5212.09,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,42,21.34,46.2,0
FL,202108,28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2652,2522,130,1,100,39055,71.69,6790.42,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,18,46.09,180,0
FR,202108,365,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,27300,25270,2030,1,100,325496,112.14,8387.2,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,94,28.88,34.7,0
GE,202108,679,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,50999,46969,4030,1,100,506343,134.1,10072.03,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-6,-1.18,-0.9,0
GL,202108,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2205,2015,190,1,100,40851,73.44,5397.66,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,9,22.03,42.9,0
GR,202108,146,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10739,9717,1022,1,100,200096,72.96,5366.92,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,27,13.49,22.7,0
JU,202108,81,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5853,5366,487,1,100,73709,109.89,7940.69,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-3,-4.07,-3.6,0
LU,202108,238,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,21792,20187,1605,1,100,416347,57.16,5234.1,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,21,5.04,9.7,0
NE,202108,256,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14393,13056,1337,1,100,175894,145.54,8182.77,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-73,-41.5,-22.2,0
NW,202108,18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1966,1775,191,1,100,43520,41.36,4517.46,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-15,-34.47,-45.5,0
OW,202108,19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1736,1566,170,1,100,38108,49.86,4555.47,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-27,-70.85,-58.7,0
SG,202108,336,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,34174,31695,2479,1,100,514504,65.31,6642.13,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,5,0.98,1.5,0
SH,202108,39,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3695,3476,219,1,100,83107,46.93,4446.08,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-10,-12.03,-20.4,0
SO,202108,235,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,13650,12441,1209,1,100,277462,84.7,4919.59,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-2,-0.72,-0.8,0
SZ,202108,100,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9594,8946,648,1,100,162157,61.67,5916.49,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,4,2.47,4.2,0
TG,202108,188,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14572,13428,1144,1,100,282909,66.45,5150.77,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-63,-22.27,-25.1,0
TI,202108,320,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,27925,26445,1480,1,100,350986,91.17,7956.16,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,50,14.24,18.5,0
UR,202108,19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1773,1650,123,1,100,36819,51.6,4815.45,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-4,-10.87,-17.4,0
VD,202108,1136,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68945,63009,5936,1,100,814762,139.43,8461.98,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,50,6.14,4.6,0
VS,202108,437,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31344,28763,2581,1,100,348503,125.39,8993.9,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,70,20.08,19.1,0
ZG,202108,81,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6461,5807,654,1,100,128794,62.89,5016.54,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-1,-0.78,-1.2,0
ZH,202108,967,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,88536,81674,6862,1,100,1553423,62.25,5699.41,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-08,-89,-5.73,-8.4,0
AG,202109,472,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,37066,33563,3503,1,100,694072,68,5340.37,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-38,-5.48,-7.5,0
AI,202109,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,887,822,65,1,100,16293,36.83,5444.06,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-5,-30.68,-45.5,0
AR,202109,40,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3182,2883,299,1,100,55309,72.32,5753.13,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,11,19.89,37.9,0
BE,202109,603,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,53475,48950,4525,1,100,1043132,57.81,5126.39,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-49,-4.69,-7.5,0
BL,202109,233,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,13959,12523,1436,1,100,290969,80.08,4797.42,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,45,15.47,23.9,0
BS,202109,145,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10399,9516,883,1,100,196735,73.7,5285.79,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,12,6.1,9,0
FL,202109,18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2670,2522,148,1,100,39055,46.09,6836.51,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-10,-25.6,-35.7,0
FR,202109,374,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,27674,25270,2404,1,100,325496,114.9,8502.1,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,9,2.76,2.5,0
GE,202109,690,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,51689,46969,4720,1,100,506343,136.27,10208.3,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,11,2.17,1.6,0
GL,202109,23,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2228,2015,213,1,100,40851,56.3,5453.97,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-7,-17.14,-23.3,0
GR,202109,143,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10882,9717,1165,1,100,200096,71.47,5438.39,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-3,-1.49,-2.1,0
JU,202109,79,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5932,5366,566,1,100,73709,107.18,8047.86,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-2,-2.71,-2.5,0
LU,202109,337,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,22129,20187,1942,1,100,416347,80.94,5315.04,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,99,23.78,41.6,0
NE,202109,172,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14565,13056,1509,1,100,175894,97.79,8280.56,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-84,-47.75,-32.8,0
NW,202109,36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2002,1775,227,1,100,43520,82.72,4600.18,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,18,41.36,100,0
OW,202109,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1766,1566,200,1,100,38108,78.72,4634.2,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,11,28.86,57.9,0
SG,202109,377,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,34551,31695,2856,1,100,514504,73.27,6715.4,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,41,7.96,12.2,0
SH,202109,46,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3741,3476,265,1,100,83107,55.35,4501.43,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,7,8.42,17.9,0
SO,202109,253,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,13903,12441,1462,1,100,277462,91.18,5010.78,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,18,6.48,7.7,0
SZ,202109,100,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9694,8946,748,1,100,162157,61.67,5978.16,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,0,0,0,0
TG,202109,238,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14810,13428,1382,1,100,282909,84.13,5234.9,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,50,17.68,26.6,0
TI,202109,352,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,28277,26445,1832,1,100,350986,100.29,8056.45,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,32,9.12,10,0
UR,202109,33,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1806,1650,156,1,100,36819,89.63,4905.08,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,14,38.03,73.7,0
VD,202109,1080,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70025,63009,7016,1,100,814762,132.55,8594.53,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-56,-6.88,-4.9,0
VS,202109,419,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,31763,28763,3000,1,100,348503,120.23,9114.13,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,-18,-5.16,-4.1,0
ZG,202109,102,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6563,5807,756,1,100,128794,79.2,5095.73,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,21,16.31,25.9,0
ZH,202109,1194,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,89730,81674,8056,1,100,1553423,76.86,5776.28,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-09,227,14.61,23.5,0
AG,202110,742,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,37808,33563,4245,1,100,694072,106.91,5447.27,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,270,38.91,57.2,0
AI,202110,11,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,898,822,76,1,100,16293,67.51,5511.57,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,5,30.68,83.3,0
AR,202110,49,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3231,2883,348,1,100,55309,88.59,5841.73,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,9,16.27,22.5,0
BE,202110,642,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,54117,48950,5167,1,100,1043132,61.55,5187.93,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,39,3.74,6.5,0
BL,202110,295,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14254,12523,1731,1,100,290969,101.39,4898.8,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,62,21.31,26.6,0
BS,202110,176,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10575,9516,1059,1,100,196735,89.46,5375.25,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,31,15.76,21.4,0
FL,202110,21,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2691,2522,169,1,100,39055,53.77,6890.28,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,3,7.68,16.7,0
FR,202110,333,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,28007,25270,2737,1,100,325496,102.31,8604.41,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,-41,-12.59,-11,0
GE,202110,804,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,52493,46969,5524,1,100,506343,158.79,10367.08,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,114,22.52,16.5,0
GL,202110,17,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2245,2015,230,1,100,40851,41.61,5495.58,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,-6,-14.69,-26.1,0
GR,202110,195,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,11077,9717,1360,1,100,200096,97.45,5535.84,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,52,25.98,36.4,0
JU,202110,51,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,5983,5366,617,1,100,73709,69.19,8117.05,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,-28,-37.99,-35.4,0
LU,202110,458,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,22587,20187,2400,1,100,416347,110,5425.04,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,121,29.06,35.9,0
NE,202110,215,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14780,13056,1724,1,100,175894,122.23,8402.79,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,43,24.44,25,0
NW,202110,38,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2040,1775,265,1,100,43520,87.32,4687.5,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,2,4.6,5.6,0
OW,202110,36,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1802,1566,236,1,100,38108,94.47,4728.67,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,6,15.75,20,0
SG,202110,395,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,34946,31695,3251,1,100,514504,76.77,6792.17,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,18,3.5,4.8,0
SH,202110,59,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3800,3476,324,1,100,83107,70.99,4572.42,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,13,15.64,28.3,0
SO,202110,246,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14149,12441,1708,1,100,277462,88.66,5099.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,-7,-2.52,-2.8,0
SZ,202110,101,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,9795,8946,849,1,100,162157,62.29,6040.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,1,0.62,1,0
TG,202110,227,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,15037,13428,1609,1,100,282909,80.24,5315.14,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,-11,-3.89,-4.6,0
TI,202110,503,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,28780,26445,2335,1,100,350986,143.31,8199.76,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,151,43.02,42.9,0
UR,202110,48,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1854,1650,204,1,100,36819,130.37,5035.44,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,15,40.74,45.5,0
VD,202110,1114,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,71139,63009,8130,1,100,814762,136.73,8731.26,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,34,4.18,3.1,0
VS,202110,441,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,32204,28763,3441,1,100,348503,126.54,9240.67,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,22,6.31,5.3,0
ZG,202110,140,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,6703,5807,896,1,100,128794,108.7,5204.43,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,38,29.5,37.3,0
ZH,202110,1447,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,91177,81674,9503,1,100,1553423,93.15,5869.43,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-10,253,16.29,21.2,0
AG,202111,965,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,38773,33563,5210,1,100,694072,139.03,5586.31,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,223,32.12,30.1,0
AI,202111,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,904,822,82,1,100,16293,36.83,5548.4,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,-5,-30.68,-45.5,0
AR,202111,44,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3275,2883,392,1,100,55309,79.55,5921.28,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,-5,-9.04,-10.2,0
BE,202111,760,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,54877,48950,5927,1,100,1043132,72.86,5260.79,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,118,11.31,18.4,0
BL,202111,383,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,14637,12523,2114,1,100,290969,131.63,5030.43,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,88,30.24,29.8,0
BS,202111,208,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10783,9516,1267,1,100,196735,105.73,5480.98,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,32,16.27,18.2,0
FL,202111,20,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2711,2522,189,1,100,39055,51.21,6941.49,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,-1,-2.56,-4.8,0
FR,202111,437,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,28444,25270,3174,1,100,325496,134.26,8738.66,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,104,31.95,31.2,0
GE,202111,1004,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,53497,46969,6528,1,100,506343,198.28,10565.37,COVID19Cases,,2021-12-16_07-53-19,isoweek,2021-11,200,39.49,24.9,0
